timestamp,event_type,severity
2241.80,near_miss,N/A
2241.90,collision,1.0
2241.90,near_miss,N/A
2242.00,collision,1.0
2242.10,collision,1.0
2242.20,collision,1.0
2242.30,collision,1.0
2242.40,collision,1.0
2242.50,collision,1.0
2242.60,collision,1.0
2242.70,collision,1.0
2242.80,collision,1.0
2242.90,collision,1.0
2243.00,collision,1.0
2243.10,collision,1.0
2243.20,collision,1.0
2243.30,collision,1.0
2243.90,near_miss,N/A
2244.00,near_miss,N/A
2244.10,near_miss,N/A
2244.20,near_miss,N/A
2244.30,near_miss,N/A
2244.40,near_miss,N/A
2244.50,near_miss,N/A
2244.60,near_miss,N/A
2244.70,near_miss,N/A
2244.80,near_miss,N/A
2244.90,near_miss,N/A
2245.00,near_miss,N/A
2245.10,near_miss,N/A
2245.20,near_miss,N/A
2245.20,near_miss,N/A
2245.30,near_miss,N/A
2245.30,near_miss,N/A
2245.40,near_miss,N/A
2245.40,near_miss,N/A
2245.50,near_miss,N/A
2245.50,near_miss,N/A
2245.60,near_miss,N/A
2245.60,near_miss,N/A
2245.70,near_miss,N/A
2245.70,near_miss,N/A
2245.80,near_miss,N/A
2245.80,near_miss,N/A
2245.90,near_miss,N/A
2245.90,near_miss,N/A
2246.00,near_miss,N/A
2246.00,near_miss,N/A
2246.10,near_miss,N/A
2246.10,near_miss,N/A
2246.20,near_miss,N/A
2246.20,near_miss,N/A
2246.30,near_miss,N/A
2246.30,near_miss,N/A
2246.40,near_miss,N/A
